order_id,customer_id,order_date,city,courier_partner,promised_date,delivery_date,order_status
O511,C215,10/8/2025 0:00,Mumbai,ShipNow,10/11/2025 0:00,10/11/2025 0:00,Delivered
O512,C128,11/14/2025 0:00,Nagpur,ShipNow,11/17/2025 0:00,11/20/2025 0:00,Delivered
O513,C224,12/26/2025 0:00,Pune,ShipNow,12/30/2025 0:00,12/30/2025 0:00,Delivered
O514,C209,11/16/2025 0:00,Mumbai,FastEx,11/18/2025 0:00,11/18/2025 0:00,Delivered
O515,C370,11/9/2025 0:00,Indore,FastEx,11/12/2025 0:00,11/15/2025 0:00,Delivered
O516,C115,12/15/2025 0:00,Pune,FastEx,12/18/2025 0:00,12/18/2025 0:00,Delivered
O517,C209,11/23/2025 0:00,Mumbai,FastEx,11/27/2025 0:00,11/28/2025 0:00,Delivered
O518,C14,12/15/2025 0:00,Pune,FastEx,12/19/2025 0:00,12/20/2025 0:00,Delivered
O519,C9,11/15/2025 0:00,Mumbai,QuickShip,11/18/2025 0:00,11/19/2025 0:00,Cancelled
O520,C40,11/16/2025 0:00,Mumbai,FastEx,11/19/2025 0:00,11/20/2025 0:00,Delivered
O521,C237,10/15/2025 0:00,Indore,QuickShip,10/17/2025 0:00,10/20/2025 0:00,Delivered
O522,C281,10/19/2025 0:00,Pune,FastEx,10/22/2025 0:00,10/23/2025 0:00,Delivered
O523,C359,10/26/2025 0:00,Nagpur,FastEx,10/29/2025 0:00,10/30/2025 0:00,Delivered
O524,C201,11/21/2025 0:00,Indore,QuickShip,11/25/2025 0:00,11/29/2025 0:00,RTO
O525,C246,10/22/2025 0:00,Indore,ShipNow,10/25/2025 0:00,10/26/2025 0:00,Delivered
O526,C278,10/21/2025 0:00,Mumbai,QuickShip,10/25/2025 0:00,10/28/2025 0:00,Delivered
O527,C235,11/20/2025 0:00,Nagpur,QuickShip,11/23/2025 0:00,11/25/2025 0:00,Delivered
O528,C4,11/7/2025 0:00,Pune,FastEx,11/10/2025 0:00,11/11/2025 0:00,Delivered
O529,C154,10/20/2025 0:00,Nagpur,QuickShip,10/23/2025 0:00,10/26/2025 0:00,Delivered
O530,C29,10/29/2025 0:00,Nagpur,FastEx,10/31/2025 0:00,11/2/2025 0:00,Delivered
O531,C109,11/20/2025 0:00,Nagpur,FastEx,11/24/2025 0:00,11/26/2025 0:00,Delivered
O532,C98,10/4/2025 0:00,Nagpur,QuickShip,10/6/2025 0:00,10/10/2025 0:00,RTO
O533,C215,11/24/2025 0:00,Nagpur,FastEx,11/27/2025 0:00,11/29/2025 0:00,Delivered
O534,C293,12/10/2025 0:00,Mumbai,FastEx,12/12/2025 0:00,12/12/2025 0:00,Delivered
O535,C75,10/28/2025 0:00,Mumbai,ShipNow,11/1/2025 0:00,11/1/2025 0:00,Delivered
O536,C326,10/4/2025 0:00,Indore,ShipNow,10/7/2025 0:00,10/8/2025 0:00,Delivered
O537,C146,10/22/2025 0:00,Mumbai,FastEx,10/24/2025 0:00,10/24/2025 0:00,Delivered
O538,C128,12/15/2025 0:00,Indore,FastEx,12/17/2025 0:00,12/17/2025 0:00,Delivered
O539,C341,11/14/2025 0:00,Indore,FastEx,11/18/2025 0:00,11/19/2025 0:00,Delivered
O540,C42,12/6/2025 0:00,Pune,FastEx,12/8/2025 0:00,12/9/2025 0:00,Delivered
O541,C356,12/25/2025 0:00,Nagpur,ShipNow,12/29/2025 0:00,12/29/2025 0:00,Delivered
O542,C41,12/5/2025 0:00,Mumbai,FastEx,12/8/2025 0:00,12/10/2025 0:00,Delivered
O543,C34,12/27/2025 0:00,Pune,ShipNow,12/30/2025 0:00,12/31/2025 0:00,Delivered
O544,C17,11/3/2025 0:00,Mumbai,FastEx,11/5/2025 0:00,11/7/2025 0:00,Delivered
O545,C165,11/24/2025 0:00,Indore,ShipNow,11/27/2025 0:00,11/27/2025 0:00,Delivered
O546,C153,10/1/2025 0:00,Mumbai,FastEx,10/4/2025 0:00,10/4/2025 0:00,Delivered
O547,C378,12/11/2025 0:00,Nagpur,ShipNow,12/13/2025 0:00,12/15/2025 0:00,Delivered
O548,C76,12/26/2025 0:00,Indore,FastEx,12/29/2025 0:00,1/1/2026 0:00,Delivered
O549,C87,11/7/2025 0:00,Indore,QuickShip,11/9/2025 0:00,11/14/2025 0:00,RTO
O550,C117,10/6/2025 0:00,Pune,FastEx,10/10/2025 0:00,10/11/2025 0:00,Delivered
O551,C362,12/25/2025 0:00,Nagpur,FastEx,12/29/2025 0:00,12/29/2025 0:00,Delivered
O552,C342,10/25/2025 0:00,Indore,ShipNow,10/29/2025 0:00,11/1/2025 0:00,Delivered
O553,C27,12/21/2025 0:00,Nagpur,ShipNow,12/23/2025 0:00,12/23/2025 0:00,Delivered
O554,C313,10/17/2025 0:00,Mumbai,ShipNow,10/19/2025 0:00,10/21/2025 0:00,Delivered
O555,C287,11/30/2025 0:00,Nagpur,QuickShip,12/3/2025 0:00,12/5/2025 0:00,Delivered
O556,C134,10/12/2025 0:00,Indore,ShipNow,10/15/2025 0:00,10/17/2025 0:00,Delivered
O557,C219,10/6/2025 0:00,Pune,FastEx,10/9/2025 0:00,10/9/2025 0:00,Delivered
O558,C168,12/29/2025 0:00,Indore,FastEx,1/1/2026 0:00,1/3/2026 0:00,Delivered
O559,C98,10/27/2025 0:00,Nagpur,FastEx,10/30/2025 0:00,10/30/2025 0:00,Delivered
O560,C268,10/8/2025 0:00,Nagpur,QuickShip,10/10/2025 0:00,10/14/2025 0:00,RTO
O561,C237,12/22/2025 0:00,Indore,FastEx,12/24/2025 0:00,12/26/2025 0:00,Delivered
O562,C309,12/4/2025 0:00,Nagpur,FastEx,12/8/2025 0:00,12/8/2025 0:00,Delivered
O563,C394,11/26/2025 0:00,Mumbai,QuickShip,11/30/2025 0:00,12/3/2025 0:00,Delivered
O564,C173,11/9/2025 0:00,Indore,ShipNow,11/13/2025 0:00,11/14/2025 0:00,Delivered
O565,C190,10/14/2025 0:00,Pune,FastEx,10/18/2025 0:00,10/19/2025 0:00,Delivered
O566,C122,11/4/2025 0:00,Indore,FastEx,11/6/2025 0:00,11/7/2025 0:00,Cancelled
O567,C46,11/17/2025 0:00,Mumbai,FastEx,11/19/2025 0:00,11/20/2025 0:00,Delivered
O568,C64,12/23/2025 0:00,Mumbai,FastEx,12/25/2025 0:00,12/26/2025 0:00,Delivered
O569,C130,11/25/2025 0:00,Mumbai,FastEx,11/28/2025 0:00,11/30/2025 0:00,Delivered
O570,C310,11/18/2025 0:00,Mumbai,QuickShip,11/21/2025 0:00,11/25/2025 0:00,RTO
O571,C363,10/13/2025 0:00,Mumbai,QuickShip,10/17/2025 0:00,10/20/2025 0:00,Delivered
O572,C193,11/30/2025 0:00,Pune,QuickShip,12/3/2025 0:00,12/4/2025 0:00,Delivered
O573,C307,11/18/2025 0:00,Nagpur,FastEx,11/20/2025 0:00,11/22/2025 0:00,Delivered
O574,C181,11/15/2025 0:00,Mumbai,ShipNow,11/19/2025 0:00,11/19/2025 0:00,Delivered
O575,C292,12/1/2025 0:00,Mumbai,FastEx,12/5/2025 0:00,12/6/2025 0:00,Delivered
O576,C371,10/8/2025 0:00,Indore,QuickShip,10/11/2025 0:00,10/14/2025 0:00,Delivered
O577,C282,11/12/2025 0:00,Pune,ShipNow,11/16/2025 0:00,11/17/2025 0:00,Delivered
O578,C29,10/20/2025 0:00,Pune,FastEx,10/23/2025 0:00,10/25/2025 0:00,Delivered
O579,C149,12/29/2025 0:00,Nagpur,FastEx,1/1/2026 0:00,1/1/2026 0:00,Delivered
O580,C267,11/8/2025 0:00,Pune,ShipNow,11/12/2025 0:00,11/12/2025 0:00,Delivered
O581,C296,12/24/2025 0:00,Indore,FastEx,12/27/2025 0:00,12/29/2025 0:00,Delivered
O582,C11,11/18/2025 0:00,Indore,QuickShip,11/21/2025 0:00,11/23/2025 0:00,Delivered
O583,C164,12/3/2025 0:00,Nagpur,FastEx,12/6/2025 0:00,12/9/2025 0:00,Delivered
O584,C113,12/1/2025 0:00,Indore,QuickShip,12/4/2025 0:00,12/5/2025 0:00,Delivered
O585,C187,11/23/2025 0:00,Mumbai,FastEx,11/27/2025 0:00,11/28/2025 0:00,Delivered
O586,C295,10/9/2025 0:00,Mumbai,FastEx,10/11/2025 0:00,10/13/2025 0:00,Delivered
O587,C232,12/27/2025 0:00,Indore,QuickShip,12/29/2025 0:00,1/2/2026 0:00,RTO
O588,C227,11/6/2025 0:00,Nagpur,FastEx,11/9/2025 0:00,11/11/2025 0:00,Delivered
O589,C310,11/18/2025 0:00,Pune,FastEx,11/21/2025 0:00,11/21/2025 0:00,Delivered
O590,C98,11/10/2025 0:00,Nagpur,FastEx,11/13/2025 0:00,11/14/2025 0:00,Delivered
O591,C55,10/17/2025 0:00,Pune,FastEx,10/19/2025 0:00,10/19/2025 0:00,Delivered
O592,C111,12/27/2025 0:00,Indore,FastEx,12/30/2025 0:00,12/30/2025 0:00,Delivered
O593,C152,10/21/2025 0:00,Indore,FastEx,10/25/2025 0:00,10/27/2025 0:00,Delivered
O594,C246,11/20/2025 0:00,Mumbai,ShipNow,11/24/2025 0:00,11/25/2025 0:00,Delivered
O595,C69,11/28/2025 0:00,Pune,FastEx,12/2/2025 0:00,12/4/2025 0:00,Delivered
O596,C312,11/8/2025 0:00,Nagpur,QuickShip,11/10/2025 0:00,11/14/2025 0:00,RTO
O597,C289,11/24/2025 0:00,Indore,FastEx,11/27/2025 0:00,11/29/2025 0:00,Cancelled
O598,C250,11/10/2025 0:00,Nagpur,FastEx,11/13/2025 0:00,11/15/2025 0:00,Delivered
O599,C36,11/8/2025 0:00,Mumbai,ShipNow,11/11/2025 0:00,11/12/2025 0:00,Delivered
O600,C239,10/13/2025 0:00,Pune,FastEx,10/15/2025 0:00,10/16/2025 0:00,Delivered
O601,C148,12/3/2025 0:00,Pune,ShipNow,12/5/2025 0:00,12/5/2025 0:00,Delivered
O602,C227,10/11/2025 0:00,Indore,FastEx,10/13/2025 0:00,10/14/2025 0:00,Delivered
O603,C244,10/19/2025 0:00,Pune,QuickShip,10/21/2025 0:00,10/23/2025 0:00,Delivered
O604,C337,10/11/2025 0:00,Indore,QuickShip,10/15/2025 0:00,10/20/2025 0:00,RTO
O605,C365,12/16/2025 0:00,Mumbai,ShipNow,12/18/2025 0:00,12/20/2025 0:00,Delivered
O606,C201,11/15/2025 0:00,Pune,QuickShip,11/17/2025 0:00,11/20/2025 0:00,Delivered
O607,C154,11/14/2025 0:00,Indore,QuickShip,11/16/2025 0:00,11/19/2025 0:00,Delivered
O608,C73,10/1/2025 0:00,Nagpur,FastEx,10/4/2025 0:00,10/5/2025 0:00,Delivered
O609,C201,11/9/2025 0:00,Indore,FastEx,11/12/2025 0:00,11/14/2025 0:00,Delivered
O610,C296,10/19/2025 0:00,Pune,ShipNow,10/22/2025 0:00,10/23/2025 0:00,Delivered
O611,C17,12/15/2025 0:00,Mumbai,FastEx,12/19/2025 0:00,12/20/2025 0:00,Delivered
O612,C129,12/11/2025 0:00,Pune,FastEx,12/15/2025 0:00,12/15/2025 0:00,Delivered
O613,C217,12/11/2025 0:00,Pune,ShipNow,12/13/2025 0:00,12/13/2025 0:00,Delivered
O614,C61,11/30/2025 0:00,Indore,FastEx,12/3/2025 0:00,12/3/2025 0:00,Delivered
O615,C104,10/12/2025 0:00,Nagpur,ShipNow,10/16/2025 0:00,10/18/2025 0:00,Delivered
O616,C42,11/30/2025 0:00,Pune,QuickShip,12/3/2025 0:00,12/5/2025 0:00,Delivered
O617,C25,11/2/2025 0:00,Nagpur,QuickShip,11/6/2025 0:00,11/11/2025 0:00,RTO
O618,C39,11/14/2025 0:00,Indore,ShipNow,11/18/2025 0:00,11/20/2025 0:00,Delivered
O619,C291,12/29/2025 0:00,Nagpur,FastEx,12/31/2025 0:00,1/2/2026 0:00,Cancelled
O620,C131,12/8/2025 0:00,Indore,FastEx,12/10/2025 0:00,12/12/2025 0:00,Delivered
O621,C229,10/8/2025 0:00,Mumbai,QuickShip,10/12/2025 0:00,10/14/2025 0:00,Delivered
O622,C108,10/25/2025 0:00,Nagpur,FastEx,10/27/2025 0:00,10/28/2025 0:00,Delivered
O623,C172,11/15/2025 0:00,Nagpur,QuickShip,11/19/2025 0:00,11/20/2025 0:00,Delivered
O624,C102,12/26/2025 0:00,Mumbai,ShipNow,12/30/2025 0:00,1/1/2026 0:00,Delivered
O625,C354,10/30/2025 0:00,Nagpur,QuickShip,11/2/2025 0:00,11/5/2025 0:00,Delivered
O626,C12,11/16/2025 0:00,Mumbai,FastEx,11/18/2025 0:00,11/19/2025 0:00,Delivered
O627,C275,12/26/2025 0:00,Pune,ShipNow,12/28/2025 0:00,12/30/2025 0:00,Delivered
O628,C101,11/18/2025 0:00,Indore,QuickShip,11/20/2025 0:00,11/23/2025 0:00,Delivered
O629,C44,11/16/2025 0:00,Mumbai,QuickShip,11/19/2025 0:00,11/23/2025 0:00,RTO
O630,C305,12/23/2025 0:00,Nagpur,FastEx,12/26/2025 0:00,12/27/2025 0:00,Delivered
O631,C17,12/21/2025 0:00,Mumbai,ShipNow,12/24/2025 0:00,12/25/2025 0:00,Delivered
O632,C330,10/18/2025 0:00,Nagpur,QuickShip,10/20/2025 0:00,10/24/2025 0:00,RTO
O633,C57,12/5/2025 0:00,Pune,ShipNow,12/7/2025 0:00,12/9/2025 0:00,Cancelled
O634,C311,12/7/2025 0:00,Mumbai,ShipNow,12/9/2025 0:00,12/9/2025 0:00,Delivered
O635,C303,11/2/2025 0:00,Pune,FastEx,11/5/2025 0:00,11/5/2025 0:00,Delivered
O636,C12,11/5/2025 0:00,Indore,QuickShip,11/8/2025 0:00,11/11/2025 0:00,Delivered
O637,C318,12/21/2025 0:00,Nagpur,ShipNow,12/25/2025 0:00,12/26/2025 0:00,Cancelled
O638,C80,10/19/2025 0:00,Nagpur,FastEx,10/22/2025 0:00,10/23/2025 0:00,Delivered
O639,C216,10/28/2025 0:00,Pune,ShipNow,11/1/2025 0:00,11/3/2025 0:00,Delivered
O640,C339,11/9/2025 0:00,Indore,ShipNow,11/11/2025 0:00,11/13/2025 0:00,Delivered
O641,C264,12/23/2025 0:00,Mumbai,QuickShip,12/26/2025 0:00,12/28/2025 0:00,Delivered
O642,C149,12/15/2025 0:00,Mumbai,QuickShip,12/17/2025 0:00,12/20/2025 0:00,Delivered
O643,C81,10/15/2025 0:00,Nagpur,ShipNow,10/17/2025 0:00,10/18/2025 0:00,Delivered
O644,C215,11/10/2025 0:00,Pune,ShipNow,11/12/2025 0:00,11/14/2025 0:00,Delivered
O645,C374,11/8/2025 0:00,Pune,FastEx,11/10/2025 0:00,11/12/2025 0:00,Delivered
O646,C198,10/2/2025 0:00,Mumbai,FastEx,10/5/2025 0:00,10/7/2025 0:00,Delivered
O647,C200,12/2/2025 0:00,Indore,QuickShip,12/4/2025 0:00,12/6/2025 0:00,Delivered
O648,C25,10/29/2025 0:00,Indore,QuickShip,11/2/2025 0:00,11/5/2025 0:00,Delivered
O649,C89,12/13/2025 0:00,Mumbai,QuickShip,12/16/2025 0:00,12/18/2025 0:00,Delivered
O650,C268,12/5/2025 0:00,Mumbai,QuickShip,12/7/2025 0:00,12/9/2025 0:00,Delivered
O651,C143,11/20/2025 0:00,Pune,FastEx,11/23/2025 0:00,11/25/2025 0:00,Delivered
O652,C59,12/14/2025 0:00,Indore,QuickShip,12/18/2025 0:00,12/20/2025 0:00,Delivered
O653,C365,12/16/2025 0:00,Mumbai,FastEx,12/18/2025 0:00,12/18/2025 0:00,Cancelled
O654,C26,10/10/2025 0:00,Mumbai,QuickShip,10/14/2025 0:00,10/17/2025 0:00,Cancelled
O655,C47,10/14/2025 0:00,Nagpur,QuickShip,10/16/2025 0:00,10/21/2025 0:00,RTO
O656,C288,12/21/2025 0:00,Mumbai,FastEx,12/25/2025 0:00,12/25/2025 0:00,Delivered
O657,C266,11/20/2025 0:00,Mumbai,FastEx,11/22/2025 0:00,11/22/2025 0:00,Delivered
O658,C16,12/12/2025 0:00,Indore,QuickShip,12/15/2025 0:00,12/18/2025 0:00,Delivered
O659,C199,11/8/2025 0:00,Pune,QuickShip,11/10/2025 0:00,11/12/2025 0:00,Delivered
O660,C282,10/28/2025 0:00,Indore,FastEx,10/31/2025 0:00,11/1/2025 0:00,Delivered
O661,C86,10/3/2025 0:00,Pune,ShipNow,10/5/2025 0:00,10/5/2025 0:00,Delivered
O662,C250,12/23/2025 0:00,Nagpur,QuickShip,12/25/2025 0:00,12/29/2025 0:00,RTO
O663,C391,12/9/2025 0:00,Mumbai,ShipNow,12/13/2025 0:00,12/15/2025 0:00,Delivered
O664,C270,10/27/2025 0:00,Nagpur,QuickShip,10/31/2025 0:00,11/5/2025 0:00,RTO
O665,C335,10/2/2025 0:00,Pune,QuickShip,10/6/2025 0:00,10/9/2025 0:00,Delivered
O666,C117,11/7/2025 0:00,Indore,ShipNow,11/9/2025 0:00,11/11/2025 0:00,Delivered
O667,C7,10/3/2025 0:00,Indore,QuickShip,10/5/2025 0:00,10/8/2025 0:00,Cancelled
O668,C137,10/16/2025 0:00,Nagpur,QuickShip,10/18/2025 0:00,10/21/2025 0:00,Delivered
O669,C371,11/9/2025 0:00,Pune,FastEx,11/12/2025 0:00,11/12/2025 0:00,Delivered
O670,C176,10/2/2025 0:00,Nagpur,QuickShip,10/5/2025 0:00,10/7/2025 0:00,Delivered
O671,C328,12/20/2025 0:00,Nagpur,FastEx,12/22/2025 0:00,12/23/2025 0:00,Delivered
O672,C315,11/10/2025 0:00,Mumbai,FastEx,11/14/2025 0:00,11/16/2025 0:00,Delivered
O673,C215,10/12/2025 0:00,Nagpur,FastEx,10/16/2025 0:00,10/19/2025 0:00,Delivered
O674,C82,11/4/2025 0:00,Mumbai,FastEx,11/8/2025 0:00,11/8/2025 0:00,Delivered
O675,C223,12/4/2025 0:00,Mumbai,ShipNow,12/6/2025 0:00,12/6/2025 0:00,Cancelled
O676,C372,11/24/2025 0:00,Indore,FastEx,11/28/2025 0:00,11/30/2025 0:00,Delivered
O677,C103,11/14/2025 0:00,Mumbai,QuickShip,11/16/2025 0:00,11/20/2025 0:00,RTO
O678,C273,12/18/2025 0:00,Mumbai,ShipNow,12/21/2025 0:00,12/22/2025 0:00,Delivered
O679,C14,12/29/2025 0:00,Indore,QuickShip,1/2/2026 0:00,1/6/2026 0:00,RTO
O680,C159,12/24/2025 0:00,Nagpur,FastEx,12/27/2025 0:00,12/29/2025 0:00,Delivered
O681,C152,12/1/2025 0:00,Pune,QuickShip,12/5/2025 0:00,12/7/2025 0:00,Delivered
O682,C108,11/18/2025 0:00,Pune,QuickShip,11/20/2025 0:00,11/23/2025 0:00,Delivered
O683,C188,10/25/2025 0:00,Pune,QuickShip,10/27/2025 0:00,10/30/2025 0:00,Delivered
O684,C301,10/23/2025 0:00,Nagpur,ShipNow,10/25/2025 0:00,10/25/2025 0:00,Delivered
O685,C98,10/24/2025 0:00,Mumbai,ShipNow,10/26/2025 0:00,10/28/2025 0:00,Delivered
O686,C131,11/7/2025 0:00,Pune,QuickShip,11/11/2025 0:00,11/14/2025 0:00,Delivered
O687,C293,10/28/2025 0:00,Nagpur,FastEx,10/31/2025 0:00,11/1/2025 0:00,Delivered
O688,C171,10/21/2025 0:00,Mumbai,QuickShip,10/23/2025 0:00,10/26/2025 0:00,Delivered
O689,C183,11/23/2025 0:00,Indore,FastEx,11/27/2025 0:00,11/29/2025 0:00,Delivered
O690,C364,10/18/2025 0:00,Pune,ShipNow,10/21/2025 0:00,10/22/2025 0:00,Delivered
O691,C39,11/5/2025 0:00,Mumbai,FastEx,11/7/2025 0:00,11/9/2025 0:00,Delivered
O692,C15,11/14/2025 0:00,Pune,FastEx,11/17/2025 0:00,11/18/2025 0:00,Delivered
O693,C376,12/12/2025 0:00,Pune,ShipNow,12/14/2025 0:00,12/16/2025 0:00,Delivered
O694,C4,11/22/2025 0:00,Pune,QuickShip,11/25/2025 0:00,11/27/2025 0:00,Delivered
O695,C349,10/30/2025 0:00,Mumbai,FastEx,11/2/2025 0:00,11/2/2025 0:00,Delivered
O696,C397,11/29/2025 0:00,Nagpur,QuickShip,12/1/2025 0:00,12/4/2025 0:00,Delivered
O697,C210,11/1/2025 0:00,Mumbai,ShipNow,11/5/2025 0:00,11/7/2025 0:00,Delivered
O698,C161,12/6/2025 0:00,Pune,FastEx,12/9/2025 0:00,12/11/2025 0:00,Cancelled
O699,C16,12/6/2025 0:00,Mumbai,ShipNow,12/8/2025 0:00,12/8/2025 0:00,Delivered
O700,C108,10/28/2025 0:00,Indore,FastEx,10/31/2025 0:00,11/1/2025 0:00,Delivered
O701,C382,11/13/2025 0:00,Nagpur,ShipNow,11/16/2025 0:00,11/18/2025 0:00,Delivered
O702,C311,12/18/2025 0:00,Mumbai,ShipNow,12/22/2025 0:00,12/22/2025 0:00,Delivered
O703,C227,11/10/2025 0:00,Indore,FastEx,11/13/2025 0:00,11/15/2025 0:00,Delivered
O704,C170,12/2/2025 0:00,Nagpur,QuickShip,12/5/2025 0:00,12/6/2025 0:00,Cancelled
O705,C34,10/23/2025 0:00,Indore,FastEx,10/25/2025 0:00,10/27/2025 0:00,Delivered
O706,C251,12/14/2025 0:00,Nagpur,QuickShip,12/16/2025 0:00,12/19/2025 0:00,Delivered
O707,C247,11/17/2025 0:00,Mumbai,QuickShip,11/21/2025 0:00,11/24/2025 0:00,Delivered
O708,C269,11/1/2025 0:00,Indore,QuickShip,11/4/2025 0:00,11/8/2025 0:00,RTO
O709,C141,11/26/2025 0:00,Pune,FastEx,11/29/2025 0:00,11/30/2025 0:00,Delivered
O710,C274,11/2/2025 0:00,Indore,FastEx,11/5/2025 0:00,11/6/2025 0:00,Delivered
O711,C96,10/24/2025 0:00,Nagpur,FastEx,10/28/2025 0:00,10/29/2025 0:00,Delivered
O712,C227,11/8/2025 0:00,Mumbai,FastEx,11/11/2025 0:00,11/12/2025 0:00,Delivered
O713,C379,11/3/2025 0:00,Nagpur,QuickShip,11/5/2025 0:00,11/7/2025 0:00,Delivered
O714,C39,11/25/2025 0:00,Indore,ShipNow,11/29/2025 0:00,11/30/2025 0:00,Delivered
O715,C302,10/28/2025 0:00,Indore,QuickShip,10/30/2025 0:00,11/2/2025 0:00,Delivered
O716,C29,11/6/2025 0:00,Pune,QuickShip,11/8/2025 0:00,11/11/2025 0:00,Delivered
O717,C318,10/7/2025 0:00,Mumbai,ShipNow,10/11/2025 0:00,10/11/2025 0:00,Delivered
O718,C245,12/7/2025 0:00,Mumbai,QuickShip,12/9/2025 0:00,12/12/2025 0:00,Cancelled
O719,C236,11/6/2025 0:00,Indore,ShipNow,11/9/2025 0:00,11/11/2025 0:00,Delivered
O720,C185,11/25/2025 0:00,Mumbai,QuickShip,11/29/2025 0:00,12/1/2025 0:00,Delivered
O721,C272,12/4/2025 0:00,Pune,FastEx,12/6/2025 0:00,12/7/2025 0:00,Delivered
O722,C236,12/4/2025 0:00,Nagpur,FastEx,12/7/2025 0:00,12/10/2025 0:00,Delivered
O723,C239,11/16/2025 0:00,Mumbai,QuickShip,11/19/2025 0:00,11/21/2025 0:00,Delivered
O724,C377,10/20/2025 0:00,Indore,FastEx,10/22/2025 0:00,10/24/2025 0:00,Delivered
O725,C266,10/19/2025 0:00,Nagpur,FastEx,10/22/2025 0:00,10/24/2025 0:00,Delivered
O726,C359,10/29/2025 0:00,Nagpur,QuickShip,11/2/2025 0:00,11/5/2025 0:00,Delivered
O727,C340,12/13/2025 0:00,Pune,QuickShip,12/15/2025 0:00,12/17/2025 0:00,Delivered
O728,C389,11/29/2025 0:00,Indore,QuickShip,12/2/2025 0:00,12/4/2025 0:00,Cancelled
O729,C65,10/18/2025 0:00,Mumbai,FastEx,10/21/2025 0:00,10/23/2025 0:00,Delivered
O730,C177,11/4/2025 0:00,Indore,FastEx,11/6/2025 0:00,11/9/2025 0:00,Delivered
O731,C3,11/12/2025 0:00,Nagpur,QuickShip,11/14/2025 0:00,11/16/2025 0:00,Cancelled
O732,C142,10/11/2025 0:00,Indore,ShipNow,10/13/2025 0:00,10/16/2025 0:00,Delivered
O733,C376,11/18/2025 0:00,Mumbai,QuickShip,11/20/2025 0:00,11/21/2025 0:00,Delivered
O734,C158,11/7/2025 0:00,Mumbai,ShipNow,11/11/2025 0:00,11/12/2025 0:00,Delivered
O735,C324,12/3/2025 0:00,Pune,ShipNow,12/5/2025 0:00,12/6/2025 0:00,Delivered
O736,C146,12/8/2025 0:00,Mumbai,QuickShip,12/12/2025 0:00,12/14/2025 0:00,Delivered
O737,C293,10/8/2025 0:00,Mumbai,FastEx,10/12/2025 0:00,10/12/2025 0:00,Delivered
O738,C153,11/3/2025 0:00,Indore,QuickShip,11/5/2025 0:00,11/7/2025 0:00,Delivered
O739,C193,11/17/2025 0:00,Indore,QuickShip,11/21/2025 0:00,11/23/2025 0:00,Delivered
O740,C73,11/25/2025 0:00,Nagpur,QuickShip,11/27/2025 0:00,12/1/2025 0:00,RTO
O741,C399,12/15/2025 0:00,Pune,QuickShip,12/17/2025 0:00,12/20/2025 0:00,Delivered
O742,C305,12/4/2025 0:00,Indore,QuickShip,12/7/2025 0:00,12/11/2025 0:00,RTO
O743,C377,10/31/2025 0:00,Mumbai,FastEx,11/2/2025 0:00,11/3/2025 0:00,Cancelled
O744,C344,10/4/2025 0:00,Nagpur,QuickShip,10/7/2025 0:00,10/10/2025 0:00,Delivered
O745,C140,11/19/2025 0:00,Indore,FastEx,11/23/2025 0:00,11/24/2025 0:00,Delivered
O746,C187,12/8/2025 0:00,Pune,ShipNow,12/11/2025 0:00,12/12/2025 0:00,Delivered
O747,C293,10/30/2025 0:00,Pune,FastEx,11/3/2025 0:00,11/5/2025 0:00,Delivered
O748,C61,12/27/2025 0:00,Nagpur,FastEx,12/29/2025 0:00,12/31/2025 0:00,Delivered
O749,C380,11/28/2025 0:00,Nagpur,QuickShip,12/2/2025 0:00,12/7/2025 0:00,RTO
O750,C198,12/6/2025 0:00,Nagpur,QuickShip,12/10/2025 0:00,12/12/2025 0:00,Delivered
O751,C295,12/14/2025 0:00,Nagpur,QuickShip,12/16/2025 0:00,12/19/2025 0:00,Delivered
O752,C319,11/14/2025 0:00,Nagpur,FastEx,11/18/2025 0:00,11/20/2025 0:00,Delivered
O753,C302,10/4/2025 0:00,Mumbai,QuickShip,10/6/2025 0:00,10/7/2025 0:00,Delivered
O754,C344,10/26/2025 0:00,Mumbai,FastEx,10/29/2025 0:00,10/30/2025 0:00,Delivered
O755,C11,10/27/2025 0:00,Indore,ShipNow,10/29/2025 0:00,11/1/2025 0:00,Cancelled
O756,C62,11/15/2025 0:00,Pune,ShipNow,11/17/2025 0:00,11/17/2025 0:00,Delivered
O757,C333,12/3/2025 0:00,Mumbai,QuickShip,12/7/2025 0:00,12/9/2025 0:00,Delivered
O758,C226,11/20/2025 0:00,Mumbai,FastEx,11/23/2025 0:00,11/25/2025 0:00,Delivered
O759,C153,11/19/2025 0:00,Mumbai,QuickShip,11/21/2025 0:00,11/24/2025 0:00,Delivered
O760,C199,10/6/2025 0:00,Indore,FastEx,10/9/2025 0:00,10/10/2025 0:00,Delivered
O761,C52,11/28/2025 0:00,Nagpur,QuickShip,12/1/2025 0:00,12/4/2025 0:00,Delivered
O762,C260,10/15/2025 0:00,Indore,FastEx,10/19/2025 0:00,10/22/2025 0:00,Delivered
O763,C59,10/30/2025 0:00,Pune,ShipNow,11/1/2025 0:00,11/2/2025 0:00,Delivered
O764,C72,11/11/2025 0:00,Pune,FastEx,11/15/2025 0:00,11/15/2025 0:00,Cancelled
O765,C148,11/6/2025 0:00,Pune,QuickShip,11/8/2025 0:00,11/12/2025 0:00,RTO
